Q29585235	Q44497
Q29585235	Q1778629
Q29584408	Q44497
Q29584408	Q1778629
Q1945600	Q44497
Q1945600	Q1778629
Q44497	Q44497
Q44497	Q1778629
Q770899	Q770899
Q770899	Q5915560
Q29584279	Q1924906
Q29584414	Q1924906
Q29584408	Q1924906
Q44497	Q1924906
Q29584279	Q44497
Q29584414	Q44497
Q29584279	Q29585240
Q29584414	Q29585240
Q29584408	Q29585240
Q44497	Q29585240
Q1924906	Q1924906
Q1924906	Q29585240
Q43183	Q43183
Q43183	Q476118
Q57774188	Q806718
Q57774188	Q837171
Q57774188	Q57774188
Q2518196	Q806718
Q2518196	Q837171
Q2518196	Q57774188
Q837171	Q57774188
Q806718	Q57774188
Q837171	Q806718
Q837171	Q837171
Q806718	Q806718
Q806718	Q837171
Q1341477	Q118291
Q1341477	Q816425
Q1341477	Q1341477
Q1341477	Q13405640
Q1341477	Q65119680
Q392933	Q880371
Q16955053	Q880371
Q862571	Q786829
Q778575	Q786829
Q43183	Q786829
Q1875606	Q786829
Q786829	Q786829
Q83698112	Q7590
Q177777	Q7590
Q2516512	Q7590
Q83698112	Q83698112
Q31207	Q136822
Q13405640	Q13405640
Q178512	Q178512
Q392933	Q936518
Q540912	Q13233
Q57262286	Q57262286
Q11467	Q57262286
Q695829	Q1660132
Q190117	Q190117
Q507443	Q126793
Q126793	Q126793
Q15825471	Q126793
Q3477381	Q601401
Q29585353	Q601401
Q29584585	Q601401
Q1924906	Q601401
Q115397763	Q941594
Q880371	Q880371
Q17102188	Q7590
Q17102188	Q22667
Q2316331	Q383973
Q2316331	Q472093
Q2316331	Q62058278
Q2729047	Q2729047
Q7406919	Q2306047
Q7406919	Q7406919
Q4290	Q3565868
Q418	Q2401742
Q418	Q56598901
Q289	Q11396960
Q173799	Q11396960
Q13400901	Q11396960
Q1572845	Q11396960
Q320020	Q18235436
Q18235436	Q18235436
Q2401742	Q2401742
Q2401742	Q56598901
Q778575	Q936518
Q941594	Q941594
Q5159627	Q540912
Q39809	Q39809
Q177777	Q57615173
Q651658	Q57615173
Q2516512	Q57615173
Q7590	Q57615173
Q177777	Q651658
Q651658	Q651658
Q862571	Q862571
Q340169	Q2324556
Q1323528	Q1323528
Q992968	Q992968
Q837171	Q650241
Q383973	Q472093
Q383973	Q62058278
Q1341478	Q472093
Q1341478	Q62058278
Q837171	Q112165968
Q43183	Q837171
Q156223	Q837171
Q43183	Q22687
Q43183	Q57774188
Q156223	Q22687
Q156223	Q57774188
Q862571	Q29585145
Q1349660	Q862571
Q1349660	Q29585145
Q29585145	Q862571
Q29585145	Q29585145
Q651658	Q178512
Q2316331	Q1341478
Q173799	Q27686
Q1951366	Q383973
Q383973	Q383973
Q126793	Q383973
Q123131935	Q383973
Q207652	Q207652
Q2316331	Q418
Q126793	Q484847
Q507619	Q484847
Q16766413	Q484847
Q180846	Q126793
Q13405640	Q684740
Q385378	Q684740
Q7040490	Q684740
Q29585032	Q29585032
Q29585032	Q107601756
Q107601756	Q29585032
Q107601756	Q107601756
Q126793	Q4899370
Q7590	Q1757562
Q1757562	Q1757562
Q7590	Q1285245
Q385378	Q1285245
Q1495452	Q1285245
Q9323634	Q1285245
Q873442	Q1285245
Q43183	Q626608
Q837171	Q626608
Q837171	Q43183
Q43183	Q4290
Q43183	Q791974
Q837171	Q4290
Q837171	Q791974
Q3565868	Q112165823
Q219577	Q1326624
Q2151621	Q1326624
Q46970	Q46970
Q126793	Q750656
Q6520325	Q2516512
Q6520325	Q6520325
Q123132142	Q2516512
Q123132142	Q6520325
Q123132144	Q2516512
Q123132144	Q6520325
Q123132145	Q2516512
Q123132145	Q6520325
Q6520325	Q746448
Q123132142	Q746448
Q123132144	Q746448
Q123132145	Q746448
Q6520325	Q112165448
Q123132142	Q112165448
Q123132144	Q112165448
Q123132145	Q112165448
Q56598901	Q2401742
Q126793	Q243697
Q3972943	Q243697
Q194118	Q194118
Q194118	Q56574802
Q56574802	Q194118
Q56574802	Q56574802
Q474200	Q474200
Q4393178	Q474200
Q55638	Q126793
Q396622	Q126793
Q396622	Q540912
Q2401742	Q806718
Q2401742	Q837171
Q2401742	Q57774188
Q56598901	Q806718
Q56598901	Q837171
Q56598901	Q57774188
Q4899370	Q11644505
Q507443	Q507443
Q507443	Q29584274
Q607081	Q607081
Q607081	Q5915560
Q607081	Q161928
Q56611639	Q192283
Q2401742	Q1058891
Q2401742	Q2858140
Q56598901	Q1058891
Q56598901	Q2858140
Q56598901	Q56598901
Q1058891	Q1058891
Q1058891	Q2401742
Q1058891	Q2858140
Q1058891	Q56598901
Q2858140	Q1058891
Q2858140	Q2401742
Q2858140	Q2858140
Q2858140	Q56598901
Q205495	Q862571
Q13107184	Q862571
Q83698112	Q177777
Q83698112	Q2516512
Q684740	Q3966429
Q82650	Q190117
Q126793	Q7406919
Q112165628	Q126793
Q112165628	Q7406919
Q16955053	Q404367
Q936518	Q404367
Q16955053	Q2876213
Q936518	Q2876213
Q17027266	Q190117
Q190117	Q17027266
Q17027266	Q17027266
Q220695	Q126793
Q220695	Q220695
Q811891	Q126793
Q811891	Q220695
Q9323634	Q49389
Q9323634	Q9323634
Q9323634	Q484847
Q9323634	Q35127
Q837171	Q207652
Q837171	Q29585155
Q29585689	Q207652
Q29585689	Q29585155
Q29584334	Q207652
Q29584334	Q29585155
Q126793	Q7361709
Q778575	Q7361709
Q192127	Q4201895
Q746359	Q746359
Q219577	Q358333
Q219577	Q862571
Q5418962	Q358333
Q5418962	Q862571
Q219577	Q11030
Q5418962	Q11030
Q219577	Q219577
Q219577	Q2995256
Q219577	Q42240
Q4290	Q187939
Q4290	Q2836940
Q180388	Q180388
Q778575	Q112165723
Q56598570	Q56598570
Q56598570	Q190117
Q56598570	Q193234
Q1326885	Q249
Q1326885	Q11023
Q1326885	Q1326885
Q83283234	Q1324934
Q880371	Q97466080
Q392933	Q392933
Q392933	Q101333
Q392933	Q29584583
Q107597925	Q101333
Q107597925	Q392933
Q107597925	Q29584583
Q638608	Q746359
Q220499	Q746359
Q638608	Q20899
Q220499	Q20899
Q638608	Q220499
Q638608	Q638608
Q220499	Q220499
Q220499	Q638608
Q638608	Q7281175
Q220499	Q7281175
Q484847	Q29585129
Q484847	Q29585577
Q484847	Q29585678
Q2922469	Q995609
Q11451	Q995609
Q540912	Q995609
Q207652	Q995609
Q2401742	Q56611639
Q1326885	Q29585533
Q1326885	Q29585545
Q13405640	Q12144907
Q8421	Q8421
Q8421	Q2876213
Q1985622	Q392933
Q1985622	Q190117
Q13405640	Q121359
Q13405640	Q2401742
Q3565868	Q121359
Q3565868	Q2401742
Q2072431	Q121359
Q2072431	Q2401742
Q385378	Q13405640
Q15067276	Q15067276
Q15067276	Q130370834
Q96107472	Q2151621
Q96107472	Q80638
Q484847	Q11030
Q1951366	Q1951366
Q2151621	Q1951366
Q1341477	Q1951366
Q1326594	Q1951366
Q1951366	Q2151621
Q2151621	Q2151621
Q200928	Q2151621
Q112046	Q2151621
Q941594	Q192851
Q941594	Q57262286
Q941594	Q1415395
Q941594	Q2575347
Q285759	Q43183
Q285759	Q476118
Q285759	Q112166017
Q189447	Q43183
Q189447	Q476118
Q189447	Q112166017
Q2089936	Q43183
Q2089936	Q476118
Q2089936	Q112166017
Q2401742	Q56611700
Q56611700	Q2401742
Q56611700	Q56611639
Q56611700	Q56611700
Q56611639	Q2401742
Q56611639	Q56611639
Q56611639	Q56611700
Q219577	Q383973
Q1341477	Q383973
Q2151621	Q219577
Q219577	Q44497
Q2151621	Q44497
Q219577	Q1341477
Q4072210	Q4072210
Q2151621	Q4072210
Q607081	Q29585062
Q607081	Q107601662
Q107601662	Q29585062
Q107601662	Q107601662
Q29585060	Q29585062
Q29585060	Q107601662
Q936518	Q8434
Q936518	Q484000
Q11661	Q8434
Q11661	Q484000
Q19595701	Q1442415
Q837171	Q862571
Q29584769	Q862571
Q29584338	Q862571
Q44497	Q862571
Q207652	Q862571
Q837171	Q44106
Q837171	Q907703
Q837171	Q107601756
Q29584769	Q44106
Q29584769	Q207652
Q29584769	Q907703
Q29584769	Q107601756
Q29584338	Q44106
Q29584338	Q207652
Q29584338	Q907703
Q29584338	Q107601756
Q44497	Q44106
Q44497	Q207652
Q44497	Q907703
Q44497	Q107601756
Q907703	Q44106
Q907703	Q207652
Q907703	Q907703
Q907703	Q107601756
Q1187656	Q44106
Q1187656	Q207652
Q1187656	Q907703
Q1187656	Q107601756
Q837171	Q44497
Q29584769	Q44497
Q29584338	Q44497
Q837171	Q7167
Q837171	Q601401
Q29584769	Q7167
Q29584769	Q601401
Q29584338	Q7167
Q29584338	Q601401
Q44497	Q7167
Q44497	Q601401
Q837171	Q29584334
Q837171	Q29584769
Q29584769	Q837171
Q29584769	Q29584334
Q29584769	Q29584769
Q29584338	Q837171
Q29584338	Q29584334
Q29584338	Q29584769
Q44497	Q837171
Q44497	Q29584334
Q44497	Q29584769
Q837171	Q1341477
Q29584769	Q1341477
Q29584338	Q1341477
Q44497	Q1341477
Q837171	Q29584989
Q29584769	Q29584989
Q29584338	Q29584989
Q44497	Q29584989
Q837171	Q3565868
Q29584769	Q3565868
Q29584338	Q3565868
Q44497	Q3565868
Q19966097	Q207652
Q19966097	Q29585005
Q19966097	Q29585166
Q207652	Q29585005
Q207652	Q29585166
Q110702998	Q177923
Q110702998	Q194118
Q1609891	Q2922469
Q29585005	Q540912
Q107601756	Q540912
Q29585005	Q29585005
Q29585005	Q107601756
Q107601756	Q29585005
Q837171	Q1283714
Q837171	Q29585018
Q188913	Q1283714
Q188913	Q29585018
Q29584334	Q1283714
Q29584334	Q29585018
Q29584336	Q43183
Q2401742	Q418
Q418	Q418
Q2401742	Q107605278
Q418	Q107605278
Q2401742	Q1326885
Q418	Q1326885
Q187939	Q1326885
Q1434048	Q1326885
Q101333	Q1326885
Q1425343	Q1326885
Q43035	Q1326885
Q12739	Q1326885
Q607081	Q29584447
Q107601662	Q29584447
Q607081	Q207652
Q607081	Q29584490
Q29584490	Q207652
Q29584490	Q607081
Q29584490	Q29584490
Q207652	Q607081
Q207652	Q29584490
Q56604620	Q1283714
Q29584400	Q1283714
Q1283714	Q1283714
Q29584334	Q837171
Q29584334	Q29584334
Q837171	Q1924906
Q837171	Q29585235
Q29584334	Q1924906
Q29584334	Q29585235
Q126793	Q11828862
Q607081	Q126793
Q607081	Q11828862
Q56604674	Q56604674
Q130286	Q29585420
Q29585420	Q29585420
Q29585030	Q29585490
Q29585490	Q29585490
Q11451	Q29585490
Q29584820	Q29585914
Q29584820	Q112122797
Q29585914	Q29585914
Q29585914	Q112122797
Q130286	Q112122784
Q112128860	Q112128860
Q117199495	Q56611639
Q117199495	Q2151621
Q117199495	Q2285982
Q2285982	Q2285982
Q392933	Q2285982
Q112122787	Q29585229
Q112122787	Q29585231
Q29585697	Q29585229
Q29585697	Q29585231
Q29585231	Q29585229
Q29585231	Q29585231
Q29584789	Q276099
Q29584789	Q29584273
Q29584789	Q29584308
Q29584789	Q29584493
Q29584789	Q29584494
Q29584789	Q29585524
Q29584789	Q29585554
Q29584769	Q276099
Q29584769	Q29584273
Q29584769	Q29584308
Q29584769	Q29584493
Q29584769	Q29584494
Q29584769	Q29585524
Q29584769	Q29585554
Q56611700	Q837171
Q56611700	Q16319025
Q880371	Q837171
Q880371	Q16319025
Q11661	Q837171
Q11661	Q16319025
Q21157865	Q837171
Q21157865	Q16319025
Q56611700	Q11661
Q56611700	Q880371
